duration,start_date,start_year,start_month,start_hour,weekday,start_city,end_city,subscription_type
9.65,2013-08-29,2013,8,13,4,San Francisco,San Francisco,Subscriber
9.65,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Customer
9.65,2013-08-29,2013,8,19,4,San Francisco,San Francisco,Subscriber
9.7,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
9.75,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Subscriber
9.75,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Customer
9.783333333333333,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
9.783333333333333,2013-08-29,2013,8,22,4,San Jose,San Jose,Subscriber
9.833333333333334,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
9.85,2013-08-29,2013,8,14,4,San Francisco,San Francisco,Subscriber
9.966666666666667,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Customer
10.016666666666667,2013-08-29,2013,8,13,4,San Francisco,San Francisco,Subscriber
10.016666666666667,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
10.1,2013-08-29,2013,8,16,4,San Francisco,San Francisco,Subscriber
10.116666666666667,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
10.116666666666667,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
10.116666666666667,2013-08-29,2013,8,14,4,San Francisco,San Francisco,Customer
10.116666666666667,2013-08-29,2013,8,20,4,San Francisco,San Francisco,Subscriber
10.133333333333333,2013-08-29,2013,8,16,4,San Francisco,San Francisco,Subscriber
10.166666666666666,2013-08-29,2013,8,12,4,San Jose,San Jose,Subscriber
10.183333333333334,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
10.183333333333334,2013-08-29,2013,8,15,4,San Francisco,San Francisco,Subscriber
10.183333333333334,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
10.2,2013-08-29,2013,8,16,4,San Francisco,San Francisco,Subscriber
10.2,2013-08-29,2013,8,17,4,San Jose,San Jose,Subscriber
10.233333333333333,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Customer
10.25,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
